0.299899,-3.459188,0.440693,-3.461431
0.299887,-3.460781,0.440680,-3.463023
0.300310,-3.455373,0.440181,-3.471617
0.298167,-3.472631,0.437765,-3.491079
0.300549,-3.461994,0.434671,-3.504879
0.294930,-3.479126,0.428397,-3.524008
0.298853,-3.470017,0.423129,-3.536222
0.289726,-3.486872,0.413092,-3.554758
0.294427,-3.479646,0.406422,-3.564997
0.281780,-3.496035,0.392739,-3.582729
0.286600,-3.490628,0.385335,-3.591022
0.270456,-3.506338,0.368126,-3.607769
0.274960,-3.502467,0.360438,-3.614365
0.255381,-3.517281,0.339822,-3.629963
0.259337,-3.514611,0.332099,-3.635165
0.236417,-3.528318,0.308199,-3.649459
0.239733,-3.526543,0.300553,-3.653541
0.213595,-3.538945,0.273501,-3.666378
0.216258,-3.537817,0.265968,-3.669561
0.187046,-3.548732,0.235906,-3.680794
0.189086,-3.548056,0.228483,-3.683243
0.156961,-3.557317,0.195569,-3.692732
0.158426,-3.556948,0.188238,-3.694567
0.123566,-3.564403,0.152644,-3.702179
0.124508,-3.564232,0.145383,-3.703487
0.087107,-3.569745,0.107295,-3.709101
0.087580,-3.569688,0.100083,-3.709943
0.047841,-3.573139,0.059699,-3.713450
0.047897,-3.573135,0.052523,-3.713870
0.006036,-3.574420,0.010054,-3.715174
0.005724,-3.574421,0.002902,-3.715204
-0.038032,-3.573454,-0.041430,-3.714225
-0.038669,-3.573424,-0.048564,-3.713887
-0.084084,-3.570136,-0.094528,-3.710559
-0.085004,-3.570046,-0.101643,-3.709871
-0.131837,-3.564384,-0.149000,-3.704146
-0.133000,-3.564216,-0.156094,-3.703120
-0.181002,-3.556146,-0.204599,-3.694966
-0.182371,-3.555884,-0.211666,-3.693614
-0.231291,-3.545390,-0.261068,-3.683016
-0.232831,-3.545023,-0.268098,-3.681347
-0.282411,-3.532107,-0.318145,-3.668308
-0.284090,-3.531630,-0.325127,-3.666329
-0.334075,-3.516311,-0.375563,-3.650871
-0.335861,-3.515722,-0.382485,-3.648590
-0.385992,-3.498038,-0.433053,-3.630752
-0.387854,-3.497338,-0.439900,-3.628177
-0.437877,-3.477346,-0.490348,-3.608015
-0.439788,-3.476536,-0.497105,-3.605154
-0.489449,-3.454309,-0.547180,-3.582742
-0.491381,-3.453398,-0.553831,-3.579603
-0.540433,-3.429027,-0.603287,-3.555032
-0.576888,-3.419421,-0.575288,-3.560223
-0.639906,-3.422978,-0.620201,-3.562404
-0.560990,-3.510573,-0.699339,-3.484357
-0.554142,-3.466263,-0.694829,-3.460353
-0.565565,-3.492231,-0.691694,-3.429627
-0.581169,-3.513451,-0.659501,-3.396439
-0.554391,-3.418836,-0.677962,-3.486350
-0.572007,-3.397380,-0.687749,-3.477578
-0.622384,-3.362706,-0.637532,-3.502700
-0.672077,-3.362196,-0.679798,-3.502795
-0.749496,-3.441095,-0.610458,-3.418817
-0.737505,-3.493210,-0.598159,-3.472955
-0.710075,-3.426446,-0.633704,-3.544747
-0.756481,-3.456509,-0.679732,-3.574566
-0.762575,-3.460633,-0.681512,-3.575770
-0.807480,-3.492357,-0.726047,-3.607233
-0.813391,-3.496715,-0.727733,-3.608476
-0.856589,-3.529934,-0.770570,-3.641418
-0.862301,-3.534516,-0.772143,-3.642679
-0.903599,-3.569054,-0.813087,-3.676921
-0.909097,-3.573850,-0.814529,-3.678179
-0.948315,-3.609518,-0.853399,-3.713531
-0.953586,-3.614519,-0.854695,-3.714760
-0.990558,-3.651118,-0.891327,-3.751022
-0.995589,-3.656317,-0.892461,-3.752194
-1.030165,-3.693638,-0.926704,-3.789155
-1.034942,-3.699029,-0.927666,-3.790240
-1.066987,-3.736856,-0.959384,-3.827682
-1.071499,-3.742435,-0.960164,-3.828646
-1.100896,-3.780546,-0.989242,-3.866343
-1.105130,-3.786311,-0.989833,-3.867147
-1.131780,-3.824479,-1.016172,-3.904869
-1.135723,-3.830433,-1.016571,-3.905470
-1.159542,-3.868427,-1.040088,-3.942982
-1.163181,-3.874578,-1.040296,-3.943333
-1.184106,-3.912165,-1.060930,-3.980397
-1.187424,-3.918528,-1.060955,-3.980442
-1.205408,-3.955475,-1.078661,-4.016818
-1.208385,-3.962071,-1.078517,-4.016496
-1.223402,-3.998148,-1.093272,-4.051946
-1.226009,-4.005009,-1.092984,-4.051182
-1.238048,-4.039988,-1.104784,-4.085467
-1.240248,-4.047158,-1.104390,-4.084179
-1.249316,-4.080816,-1.113251,-4.117064
-1.251051,-4.088354,-1.112814,-4.115153
-1.257173,-4.120474,-1.118771,-4.146407
-1.258357,-4.128451,-1.118381,-4.143763
-1.261573,-4.158823,-1.121493,-4.173161
-1.262080,-4.167324,-1.121288,-4.169663
-1.262441,-4.195749,-1.121635,-4.196985
-1.262084,-4.204856,-1.121814,-4.192515
-1.259653,-4.231142,-1.119499,-4.217553
-1.258163,-4.240912,-1.120348,-4.212021
-1.253013,-4.264873,-1.115498,-4.234583
-1.250028,-4.275279,-1.117397,-4.227984
-1.242237,-4.296731,-1.110165,-4.247899
-1.237324,-4.307576,-1.113569,-4.240401
-1.226984,-4.326329,-1.104124,-4.257532
-1.219740,-4.337137,-1.109459,-4.249582
-1.206966,-4.352987,-1.097974,-4.263833
-1.197229,-4.362969,-1.105429,-4.256196
-1.182182,-4.375703,-1.092059,-4.267510
-1.170269,-4.383907,-1.101344,-4.261118
-1.153168,-4.393328,-1.086207,-4.269457
